# [METADATA] Config: 2026-07-21 06:41:47, Items: 8
Time(s),Roll_rad,Pitch_rad,Yaw_rad,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Vx,Vy,Vz,YawRate,Pos_X,Pos_Y,Pos_Z,FF_FR,FF_FL,FF_RR,FF_RL,FFE_FR,FFE_FL,FFE_RR,FFE_RL
0.013079166412353516,0.03121412917971611,0.017025643959641457,0.1451297253370285,-0.007024252321571112,-0.0015069704968482256,-0.0025400773156434298,-0.16002990305423737,0.2989712059497833,9.708086967468262,0.0008993982919491827,-0.0015792910708114505,-0.008734387345612049,-0.02382933348417282,0.02361426316201687,-0.04528787359595299,0.0930236205458641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.033248186111450195,0.03120582364499569,0.01702297292649746,0.1451617181301117,0.01106961164623499,0.005994231905788183,-0.0015216636238619685,-0.16905802488327026,0.32023316621780396,9.678071975708008,0.0011159996502101421,-0.0014293649001047015,-0.009141949936747551,0.0016601266106590629,0.02361731417477131,-0.04528476297855377,0.09302160143852234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05361008644104004,0.031279511749744415,0.017046896740794182,0.14516721665859222,0.00064488296629861,-0.0031638280488550663,-0.014050418511033058,-0.14333251118659973,0.3174020051956177,9.646318435668945,0.0009108160738833249,-0.0017469297163188457,-0.009083335287868977,-0.0013841885374858975,0.02361961640417576,-0.04529039189219475,0.09302067011594772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07403969764709473,0.0312960222363472,0.017029834911227226,0.1452053189277649,0.012226280756294727,-0.0006586919771507382,-0.006497363094240427,-0.14551661908626556,0.25928786396980286,9.63483715057373,0.0009463828755542636,-0.002208777703344822,-0.009056317619979382,-0.0015450939536094666,0.023620475083589554,-0.04529418796300888,0.09302069246768951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09459996223449707,0.031209230422973633,0.01705370843410492,0.14519472420215607,-0.003907994367182255,-0.002355248900130391,0.0018272844608873129,-0.16036397218704224,0.2231818288564682,9.72630786895752,0.0009999765316024423,-0.002343431580811739,-0.00898333266377449,0.0023825091775506735,0.023621879518032074,-0.04529554769396782,0.09302115440368652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11497855186462402,0.031203685328364372,0.016979031264781952,0.1452038437128067,-0.0018168286187574267,-0.002247438533231616,0.003993780817836523,-0.1474231332540512,0.29960566759109497,9.6735200881958,0.0008301853085868061,-0.002070050686597824,-0.00904693640768528,0.007665323093533516,0.023616813123226166,-0.04529326781630516,0.09302255511283875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.135206937789917,0.0312050748616457,0.016954725608229637,0.14522792398929596,0.007675379514694214,0.002277686260640621,0.00927254743874073,-0.13605380058288574,0.20925579965114594,9.641142845153809,0.0010514453751966357,-0.0026481931563466787,-0.009140483103692532,-0.005805446766316891,0.023612752556800842,-0.045292388647794724,0.0930219367146492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15554356575012207,0.031212495639920235,0.016967589035630226,0.14519518613815308,-0.005925103090703487,-0.006934278644621372,-0.0043785106390714645,-0.20779947936534882,0.3301292657852173,9.636100769042969,0.0010440272744745016,-0.0024896913673728704,-0.00891053956001997,-0.020394470542669296,0.0236174538731575,-0.04529891908168793,0.09302231669425964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17606067657470703,0.0312630832195282,0.016986066475510597,0.14515680074691772,-0.002603939501568675,0.002317385748028755,-0.011187318712472916,-0.11743084341287613,0.2913099229335785,9.604957580566406,0.0011959978146478534,-0.002050638198852539,-0.008982926607131958,0.004003153182566166,0.02361939288675785,-0.04530235007405281,0.09302344173192978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19638633728027344,0.03129347413778305,0.016998540610074997,0.14519453048706055,0.00994107872247696,0.0008364497334696352,0.0019194524502381682,-0.1740129441022873,0.25836652517318726,9.687110900878906,0.0010269401827827096,-0.002059465739876032,-0.009265845641493797,-0.011468376964330673,0.02362102083861828,-0.045304328203201294,0.09302257001399994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
