# [METADATA] Config: 2026-07-21 06:41:47, Items: 8
Time(s),Roll_rad,Pitch_rad,Yaw_rad,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Vx,Vy,Vz,YawRate,Pos_X,Pos_Y,Pos_Z,FF_FR,FF_FL,FF_RR,FF_RL,FFE_FR,FFE_FL,FFE_RR,FFE_RL
0.018400192260742188,0.037341922521591187,-0.004437927156686783,0.14400140941143036,0.016869038343429565,0.007565703243017197,-0.0015883940504863858,0.04613987356424332,0.4359768331050873,9.695333480834961,0.0005595448892563581,-0.0005347460974007845,-0.009587496519088745,-0.0006457405397668481,0.009003568440675735,-0.05421747267246246,0.33322596549987793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03874802589416504,0.03732463717460632,-0.004444536752998829,0.1440330594778061,-0.006667268928140402,0.000387932697776705,0.003677880158647895,0.08608973026275635,0.4023638665676117,9.671395301818848,0.000861720705870539,0.0003436926635913551,-0.010179387405514717,0.003677880158647895,0.009016548283398151,-0.05421329289674759,0.3331826627254486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.059252262115478516,0.0364035926759243,-0.006106576882302761,0.1439530849456787,0.3467951714992523,-0.3671964704990387,0.01811796799302101,2.90012526512146,3.850925922393799,3.904099464416504,-0.004360697697848082,0.0011864409316331148,0.005158932879567146,0.020096514374017715,0.008752415888011456,-0.05416841804981232,0.33295851945877075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07991623878479004,0.0407571904361248,-0.01078091375529766,0.14551520347595215,0.17514668405056,0.008470804430544376,0.08234518766403198,-4.319643974304199,0.38222137093544006,10.044801712036133,0.004614300560206175,-0.04858380928635597,-0.13020606338977814,-0.05362892895936966,0.007441745139658451,-0.0549737922847271,0.3319339156150818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10077881813049316,0.0432574637234211,-0.005280598066747189,0.1458849012851715,-0.003916348330676556,0.4272017776966095,0.027971871197223663,-1.5187134742736816,-0.6973969340324402,14.787969589233398,-0.008441616781055927,-0.038366299122571945,-0.09306429326534271,0.0070398664101958275,0.009928174316883087,-0.05520392581820488,0.3300190269947052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12157392501831055,0.04448705539107323,0.0016231248155236244,0.14585788547992706,-0.2880391478538513,0.16436176002025604,-0.04926236718893051,1.1093946695327759,-0.7151196002960205,15.243457794189453,-0.010549846105277538,-0.019509335979819298,-0.007384192198514938,0.012484470382332802,0.012077251449227333,-0.05524734780192375,0.3294266164302826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14211392402648926,0.037485212087631226,0.0003447552735451609,0.14513222873210907,-0.14866523444652557,-0.16800613701343536,-0.03839842230081558,0.5582005381584167,0.6018315553665161,8.932657241821289,0.0018112470861524343,-0.0019076805328950286,0.03425653651356697,-0.0034146313555538654,0.012543425895273685,-0.05429835617542267,0.3305031955242157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16272187232971191,0.03756041079759598,-0.004853116814047098,0.14437660574913025,0.17566706240177155,-0.24230319261550903,-0.00415034918114543,0.6453145146369934,-0.4464026689529419,6.532154560089111,0.013449132442474365,-0.0060034203343093395,-0.00848156213760376,-0.04093782231211662,0.012768996879458427,-0.05426432937383652,0.3312389850616455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18351221084594727,0.04216265305876732,-0.010062504559755325,0.14356595277786255,0.13269191980361938,-0.0010278098052367568,-0.042768608778715134,-2.1378846168518066,1.4782532453536987,19.629552841186523,0.04308745265007019,-0.030624818056821823,-0.06825921684503555,-0.12013166397809982,0.01334358286112547,-0.05447530373930931,0.3308449685573578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19396686553955078,0.04088246822357178,-0.008794779889285564,0.14028774201869965,0.01841900497674942,-0.2836849093437195,-0.31857845187187195,2.0865988731384277,2.0759356021881104,7.134474754333496,0.03888699784874916,-0.040522243827581406,0.0573938749730587,-0.14978951215744019,0.014006093144416809,-0.0550132617354393,0.3311131000518799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
