Time(s),Target_Vx,Go1_Vx,Target_YawRate,Go1_YawRate,Target_Roll,Go1_Roll,Stab_Roll,Obj_Roll,Target_Pitch,Go1_Pitch,Stab_Pitch,Obj_Pitch,Go1_Accel_X,Go1_Accel_Y,Go1_Accel_Z
2.287,0.300,0.370,0.600,0.536,0.000,1.597,-6.764,0.000,0.000,2.425,-12.382,0.000,0.124,0.196,8.405
2.299,0.300,0.370,0.600,0.536,0.000,1.597,22.221,0.000,0.000,2.425,0.637,0.000,0.124,0.196,8.405
2.309,0.300,0.370,0.600,0.536,0.000,1.597,22.221,0.000,0.000,2.425,0.637,0.000,0.124,0.196,8.405
2.320,0.300,0.370,0.600,0.536,0.000,1.597,-9.656,0.000,0.000,2.425,6.487,0.000,0.124,0.196,8.405
2.330,0.300,0.370,0.600,0.536,0.000,1.597,-9.656,0.000,0.000,2.425,6.487,0.000,0.124,0.196,8.405
2.340,0.300,0.370,0.600,0.536,0.000,1.597,-9.656,0.000,0.000,2.425,6.487,0.000,0.124,0.196,8.405
2.351,0.300,0.370,0.600,0.536,0.000,1.597,-9.656,0.000,0.000,2.425,6.487,0.000,0.124,0.196,8.405
2.367,0.300,0.370,0.600,0.536,0.000,1.597,-2.148,0.000,0.000,2.425,3.559,0.000,0.124,0.196,8.405
2.377,0.300,0.370,0.600,0.536,0.000,1.597,-2.148,0.000,0.000,2.425,3.559,0.000,0.124,0.196,8.405
2.387,0.300,0.370,0.600,0.536,0.000,1.597,-2.148,0.000,0.000,2.425,3.559,0.000,0.124,0.196,8.405
2.399,0.300,0.370,0.600,0.536,0.000,1.597,-3.422,0.000,0.000,2.425,0.919,0.000,0.124,0.196,8.405
2.410,0.300,0.370,0.600,0.536,0.000,1.597,3.794,0.000,0.000,2.425,-6.585,0.000,0.124,0.196,8.405
2.420,0.300,0.370,0.600,0.536,0.000,1.597,3.794,0.000,0.000,2.425,-6.585,0.000,0.124,0.196,8.405
2.433,0.300,0.370,0.600,0.536,0.000,1.597,4.733,0.000,0.000,2.425,-4.823,0.000,0.124,0.196,8.405
2.443,0.300,0.370,0.600,0.536,0.000,1.597,4.733,0.000,0.000,2.425,-4.823,0.000,0.124,0.196,8.405
2.454,0.300,0.370,0.600,0.536,0.000,1.597,4.733,0.000,0.000,2.425,-4.823,0.000,0.124,0.196,8.405
2.464,0.300,0.370,0.600,0.536,0.000,1.597,4.733,0.000,0.000,2.425,-4.823,0.000,0.124,0.196,8.405
2.474,0.300,0.370,0.600,0.536,0.000,1.597,4.733,0.000,0.000,2.425,-4.823,0.000,0.124,0.196,8.405
2.484,0.300,0.370,0.600,0.536,0.000,1.597,4.733,0.000,0.000,2.425,-4.823,0.000,0.124,0.196,8.405
2.494,0.300,0.370,0.600,0.536,0.000,1.597,0.387,0.000,0.000,2.425,-0.825,0.000,0.124,0.196,8.405
2.505,0.300,0.370,0.600,0.536,0.000,1.597,0.387,0.000,0.000,2.425,-0.825,0.000,0.124,0.196,8.405
2.515,0.300,0.370,0.600,0.536,0.000,1.597,-8.853,0.000,0.000,2.425,15.267,0.000,0.124,0.196,8.405
2.525,0.300,0.370,0.600,0.536,0.000,1.597,-8.853,0.000,0.000,2.425,15.267,0.000,0.124,0.196,8.405
2.536,0.300,0.370,0.600,0.536,0.000,1.597,-8.853,0.000,0.000,2.425,15.267,0.000,0.124,0.196,8.405
2.546,0.300,0.370,0.600,0.536,0.000,1.597,-8.853,0.000,0.000,2.425,15.267,0.000,0.124,0.196,8.405
2.557,0.300,0.370,0.600,0.536,0.000,1.597,-8.853,0.000,0.000,2.425,15.267,0.000,0.124,0.196,8.405
2.570,0.300,0.370,0.600,0.536,0.000,1.597,-8.853,0.000,0.000,2.425,15.267,0.000,0.124,0.196,8.405
2.580,0.300,0.370,0.600,0.536,0.000,1.597,-19.734,0.000,0.000,2.425,-2.411,0.000,0.124,0.196,8.405
2.591,0.300,0.370,0.600,0.536,0.000,1.597,-19.734,0.000,0.000,2.425,-2.411,0.000,0.124,0.196,8.405
2.602,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.612,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.622,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.633,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.650,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.660,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.670,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.683,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.693,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.704,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.715,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.725,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.735,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.746,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.756,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.766,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.776,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.787,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.797,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.807,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.818,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.828,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.838,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.849,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.866,0.300,0.370,0.600,0.536,0.000,1.597,-8.398,0.000,0.000,2.425,-1.488,0.000,0.124,0.196,8.405
2.877,0.300,0.370,0.600,0.536,0.000,1.597,35.894,0.000,0.000,2.425,3.198,0.000,0.124,0.196,8.405
2.887,0.300,0.370,0.600,0.536,0.000,1.597,35.894,0.000,0.000,2.425,3.198,0.000,0.124,0.196,8.405
2.899,0.300,0.370,0.600,0.536,0.000,1.597,-5.239,0.000,0.000,2.425,7.970,0.000,0.124,0.196,8.405
2.909,0.300,0.370,0.600,0.536,0.000,1.597,-5.314,0.000,0.000,2.425,3.402,0.000,0.124,0.196,8.405
2.919,0.300,0.370,0.600,0.536,0.000,1.597,-14.068,0.000,0.000,2.425,-5.741,0.000,0.124,0.196,8.405
2.930,0.300,0.370,0.600,0.536,0.000,1.597,-0.939,0.000,0.000,2.425,-15.495,0.000,0.124,0.196,8.405
2.940,0.300,0.370,0.600,0.536,0.000,1.597,-0.939,0.000,0.000,2.425,-15.495,0.000,0.124,0.196,8.405
2.950,0.300,0.370,0.600,0.536,0.000,1.597,4.856,0.000,0.000,2.425,3.318,0.000,0.124,0.196,8.405
2.961,0.300,0.370,0.600,0.536,0.000,1.597,4.856,0.000,0.000,2.425,3.318,0.000,0.124,0.196,8.405
2.971,0.300,0.370,0.600,0.536,0.000,1.597,4.856,0.000,0.000,2.425,3.318,0.000,0.124,0.196,8.405
2.982,0.300,0.370,0.600,0.536,0.000,1.597,4.856,0.000,0.000,2.425,3.318,0.000,0.124,0.196,8.405
2.992,0.300,0.370,0.600,0.536,0.000,1.597,4.856,0.000,0.000,2.425,3.318,0.000,0.124,0.196,8.405
3.002,0.300,0.370,0.600,0.536,0.000,1.597,4.856,0.000,0.000,2.425,3.318,0.000,0.124,0.196,8.405
3.013,0.300,0.370,0.600,0.536,0.000,1.597,-4.304,0.000,0.000,2.425,9.825,0.000,0.124,0.196,8.405
3.023,0.300,0.370,0.600,0.536,0.000,1.597,-4.304,0.000,0.000,2.425,9.825,0.000,0.124,0.196,8.405
3.033,0.300,0.370,0.600,0.536,0.000,1.597,-4.304,0.000,0.000,2.425,9.825,0.000,0.124,0.196,8.405
3.043,0.300,0.370,0.600,0.536,0.000,1.597,-4.304,0.000,0.000,2.425,9.825,0.000,0.124,0.196,8.405
3.053,0.300,0.370,0.600,0.536,0.000,1.597,-4.304,0.000,0.000,2.425,9.825,0.000,0.124,0.196,8.405
3.064,0.300,0.370,0.600,0.536,0.000,1.597,-4.304,0.000,0.000,2.425,9.825,0.000,0.124,0.196,8.405
3.074,0.300,0.370,0.600,0.536,0.000,1.597,-4.304,0.000,0.000,2.425,9.825,0.000,0.124,0.196,8.405
3.084,0.300,0.370,0.600,0.536,0.000,1.597,-4.304,0.000,0.000,2.425,9.825,0.000,0.124,0.196,8.405
3.099,0.300,0.370,0.600,0.536,0.000,1.597,-21.348,0.000,0.000,2.425,3.879,0.000,0.124,0.196,8.405
3.109,0.300,0.370,0.600,0.536,0.000,1.597,-21.348,0.000,0.000,2.425,3.879,0.000,0.124,0.196,8.405
3.119,0.300,0.370,0.600,0.536,0.000,1.597,41.680,0.000,0.000,2.425,34.226,0.000,0.124,0.196,8.405
3.132,0.300,0.370,0.600,0.536,0.000,1.597,41.680,0.000,0.000,2.425,34.226,0.000,0.124,0.196,8.405
3.142,0.300,0.370,0.600,0.536,0.000,1.597,5.010,0.000,0.000,2.425,3.930,0.000,0.124,0.196,8.405
3.152,0.300,0.370,0.600,0.536,0.000,1.597,19.082,0.000,0.000,2.425,6.904,0.000,0.124,0.196,8.405
3.166,0.300,0.370,0.600,0.536,0.000,1.597,19.082,0.000,0.000,2.425,6.904,0.000,0.124,0.196,8.405
3.176,0.300,0.370,0.600,0.536,0.000,1.597,19.082,0.000,0.000,2.425,6.904,0.000,0.124,0.196,8.405
3.186,0.300,0.370,0.600,0.536,0.000,1.597,19.082,0.000,0.000,2.425,6.904,0.000,0.124,0.196,8.405
3.196,0.300,0.370,0.600,0.536,0.000,1.597,-0.479,0.000,0.000,2.425,1.779,0.000,0.124,0.196,8.405
3.206,0.300,0.370,0.600,0.536,0.000,1.597,-0.479,0.000,0.000,2.425,1.779,0.000,0.124,0.196,8.405
3.217,0.300,0.370,0.600,0.536,0.000,1.597,-1.059,0.000,0.000,2.425,-13.085,0.000,0.124,0.196,8.405
3.232,0.300,0.370,0.600,0.536,0.000,1.597,-1.059,0.000,0.000,2.425,-13.085,0.000,0.124,0.196,8.405
3.242,0.300,0.370,0.600,0.536,0.000,1.597,-0.554,0.000,0.000,2.425,10.966,0.000,0.124,0.196,8.405
3.252,0.300,0.370,0.600,0.536,0.000,1.597,-0.554,0.000,0.000,2.425,10.966,0.000,0.124,0.196,8.405
3.265,0.300,0.370,0.600,0.536,0.000,1.597,-0.554,0.000,0.000,2.425,10.966,0.000,0.124,0.196,8.405
3.276,0.300,0.370,0.600,0.536,0.000,1.597,-0.554,0.000,0.000,2.425,10.966,0.000,0.124,0.196,8.405
3.286,0.300,0.370,0.600,0.536,0.000,1.597,-0.554,0.000,0.000,2.425,10.966,0.000,0.124,0.196,8.405
3.296,0.300,0.370,0.600,0.536,0.000,1.597,-0.554,0.000,0.000,2.425,10.966,0.000,0.124,0.196,8.405
3.306,0.300,0.370,0.600,0.536,0.000,1.597,-0.554,0.000,0.000,2.425,10.966,0.000,0.124,0.196,8.405
3.316,0.300,0.370,0.600,0.536,0.000,1.597,-0.554,0.000,0.000,2.425,10.966,0.000,0.124,0.196,8.405
3.326,0.300,0.370,0.600,0.536,0.000,1.597,-0.554,0.000,0.000,2.425,10.966,0.000,0.124,0.196,8.405
