Time(s),Target_Vx,Go1_Vx,Target_YawRate,Go1_YawRate,Target_Roll,Go1_Roll,Stab_Roll,Obj_Roll,Target_Pitch,Go1_Pitch,Stab_Pitch,Obj_Pitch,Go1_Accel_X,Go1_Accel_Y,Go1_Accel_Z
2.121,0.300,0.382,0.000,-0.058,0.000,1.591,0.000,0.000,0.000,-0.010,0.000,0.000,1.615,-1.509,14.827
2.131,0.300,0.382,0.000,-0.058,0.000,1.591,0.000,0.000,0.000,-0.010,0.000,0.000,1.615,-1.509,14.827
2.142,0.300,0.376,0.000,-0.098,0.000,1.076,0.000,0.000,0.000,-0.142,0.000,0.000,-4.958,0.119,6.915
2.152,0.300,0.376,0.000,-0.098,0.000,1.076,0.000,0.000,0.000,-0.142,0.000,0.000,-4.958,0.119,6.915
2.162,0.300,0.370,0.000,-0.106,0.000,0.968,0.000,0.000,0.000,0.116,0.000,0.000,-1.744,0.858,11.813
2.172,0.300,0.370,0.000,-0.106,0.000,0.968,0.000,0.000,0.000,0.116,0.000,0.000,-1.744,0.858,11.813
2.183,0.300,0.356,0.000,-0.000,0.000,1.136,0.000,0.000,0.000,0.244,0.000,0.000,0.819,-0.315,10.681
2.193,0.300,0.356,0.000,-0.000,0.000,1.136,0.000,0.000,0.000,0.244,0.000,0.000,0.819,-0.315,10.681
2.203,0.300,0.356,0.000,0.090,0.000,1.386,0.000,0.000,0.000,0.223,0.000,0.000,-0.479,0.094,6.523
2.213,0.300,0.356,0.000,0.090,0.000,1.386,0.000,0.000,0.000,0.223,0.000,0.000,-0.479,0.094,6.523
2.224,0.300,0.340,0.000,0.083,0.000,1.471,0.000,0.000,0.000,0.168,0.000,0.000,-0.199,0.494,6.289
2.234,0.300,0.340,0.000,0.083,0.000,1.471,0.000,0.000,0.000,0.168,0.000,0.000,-0.199,0.494,6.289
2.244,0.300,0.344,0.000,0.064,0.000,1.449,0.000,0.000,0.000,0.030,0.000,0.000,1.492,1.047,11.589
2.255,0.300,0.344,0.000,0.064,0.000,1.449,0.000,0.000,0.000,0.030,0.000,0.000,1.492,1.047,11.589
2.265,0.300,0.366,0.000,-0.060,0.000,1.051,0.000,0.000,0.000,-0.209,0.000,0.000,1.706,0.084,15.957
2.275,0.300,0.366,0.000,-0.060,0.000,1.051,0.000,0.000,0.000,-0.209,0.000,0.000,1.706,0.084,15.957
2.285,0.300,0.369,0.000,-0.026,0.000,1.307,0.000,0.000,0.000,0.040,0.000,0.000,0.619,-0.683,5.963
2.296,0.300,0.369,0.000,-0.026,0.000,1.307,0.000,0.000,0.000,0.040,0.000,0.000,0.619,-0.683,5.963
2.306,0.300,0.364,0.000,-0.089,0.000,1.296,0.000,0.000,0.000,0.110,0.000,0.000,-3.173,0.353,10.145
2.317,0.300,0.364,0.000,-0.089,0.000,1.296,0.000,0.000,0.000,0.110,0.000,0.000,-3.173,0.353,10.145
2.327,0.300,0.351,0.000,-0.106,0.000,1.155,0.000,0.000,0.000,0.431,0.000,0.000,-0.205,1.069,10.240
2.337,0.300,0.351,0.000,-0.106,0.000,1.155,0.000,0.000,0.000,0.431,0.000,0.000,-0.205,1.069,10.240
2.348,0.300,0.342,0.000,-0.066,0.000,1.006,0.000,0.000,0.000,0.562,0.000,0.000,1.041,-1.402,7.627
2.358,0.300,0.342,0.000,-0.066,0.000,1.006,0.000,0.000,0.000,0.562,0.000,0.000,1.041,-1.402,7.627
2.369,0.300,0.343,0.000,-0.102,0.000,0.960,0.000,0.000,0.000,0.470,0.000,0.000,-1.255,0.341,5.389
2.379,0.300,0.324,0.000,-0.105,0.000,1.033,0.000,0.000,0.000,0.315,0.000,0.000,-0.283,0.863,6.119
2.389,0.300,0.333,0.000,-0.039,0.000,1.184,0.000,0.000,0.000,0.115,0.000,0.000,0.809,-1.360,11.311
2.400,0.300,0.333,0.000,-0.039,0.000,1.184,0.000,0.000,0.000,0.115,0.000,0.000,0.809,-1.360,11.311
2.410,0.300,0.361,0.000,0.195,0.000,1.457,0.000,0.000,0.000,-0.076,0.000,0.000,2.703,-2.882,12.776
2.421,0.300,0.361,0.000,0.195,0.000,1.457,0.000,0.000,0.000,-0.076,0.000,0.000,2.703,-2.882,12.776
2.431,0.300,0.340,0.000,0.081,0.000,1.565,0.000,0.000,0.000,-0.059,0.000,0.000,2.852,-2.870,14.475
2.441,0.300,0.340,0.000,0.081,0.000,1.565,0.000,0.000,0.000,-0.059,0.000,0.000,2.852,-2.870,14.475
2.452,0.300,0.337,0.000,-0.000,0.000,1.342,0.000,0.000,0.000,-0.033,0.000,0.000,-4.112,-0.528,7.692
2.462,0.300,0.337,0.000,-0.000,0.000,1.342,0.000,0.000,0.000,-0.033,0.000,0.000,-4.112,-0.528,7.692
2.473,0.300,0.356,0.000,-0.063,0.000,1.325,0.000,0.000,0.000,0.186,0.000,0.000,-1.912,1.151,8.487
2.483,0.300,0.356,0.000,-0.063,0.000,1.325,0.000,0.000,0.000,0.186,0.000,0.000,-1.912,1.151,8.487
2.493,0.300,0.331,0.000,-0.028,0.000,1.571,0.000,0.000,0.000,0.321,0.000,0.000,0.545,1.486,8.763
2.504,0.300,0.331,0.000,-0.028,0.000,1.571,0.000,0.000,0.000,0.321,0.000,0.000,0.545,1.486,8.763
2.514,0.300,0.332,0.000,-0.030,0.000,1.894,0.000,0.000,0.000,0.347,0.000,0.000,0.297,0.421,8.154
2.525,0.300,0.332,0.000,-0.030,0.000,1.894,0.000,0.000,0.000,0.347,0.000,0.000,0.297,0.421,8.154
2.535,0.300,0.322,0.000,0.012,0.000,2.012,0.000,0.000,0.000,0.314,0.000,0.000,-0.011,-0.314,6.215
2.546,0.300,0.322,0.000,0.012,0.000,2.012,0.000,0.000,0.000,0.314,0.000,0.000,-0.011,-0.314,6.215
2.556,0.300,0.328,0.000,-0.012,0.000,1.976,0.000,0.000,0.000,0.150,0.000,0.000,1.571,1.333,7.821
2.567,0.300,0.328,0.000,-0.012,0.000,1.976,0.000,0.000,0.000,0.150,0.000,0.000,1.571,1.333,7.821
2.577,0.300,0.356,0.000,-0.065,0.000,1.574,0.000,0.000,0.000,-0.129,0.000,0.000,1.491,4.438,4.205
2.588,0.300,0.356,0.000,-0.065,0.000,1.574,0.000,0.000,0.000,-0.129,0.000,0.000,1.491,4.438,4.205
2.598,0.300,0.364,0.000,0.086,0.000,1.678,0.000,0.000,0.000,-0.027,0.000,0.000,2.483,-2.461,11.160
2.609,0.300,0.364,0.000,0.086,0.000,1.678,0.000,0.000,0.000,-0.027,0.000,0.000,2.483,-2.461,11.160
2.619,0.300,0.385,0.000,0.032,0.000,1.768,0.000,0.000,0.000,0.047,0.000,0.000,-3.647,-0.712,10.702
2.630,0.300,0.385,0.000,0.032,0.000,1.768,0.000,0.000,0.000,0.047,0.000,0.000,-3.647,-0.712,10.702
2.640,0.300,0.372,0.000,-0.099,0.000,1.563,0.000,0.000,0.000,0.376,0.000,0.000,-0.852,0.551,10.475
2.651,0.300,0.372,0.000,-0.099,0.000,1.563,0.000,0.000,0.000,0.376,0.000,0.000,-0.852,0.551,10.475
2.661,0.300,0.361,0.000,-0.076,0.000,1.375,0.000,0.000,0.000,0.489,0.000,0.000,-0.921,-2.235,10.453
2.672,0.300,0.361,0.000,-0.076,0.000,1.375,0.000,0.000,0.000,0.489,0.000,0.000,-0.921,-2.235,10.453
2.682,0.300,0.344,0.000,-0.185,0.000,1.320,0.000,0.000,0.000,0.422,0.000,0.000,-0.434,-0.133,6.260
2.693,0.300,0.344,0.000,-0.185,0.000,1.320,0.000,0.000,0.000,0.422,0.000,0.000,-0.434,-0.133,6.260
2.703,0.300,0.328,0.000,-0.199,0.000,1.341,0.000,0.000,0.000,0.283,0.000,0.000,-0.444,0.205,7.065
2.713,0.300,0.328,0.000,-0.199,0.000,1.341,0.000,0.000,0.000,0.283,0.000,0.000,-0.444,0.205,7.065
2.724,0.300,0.333,0.000,-0.076,0.000,1.466,0.000,0.000,0.000,0.076,0.000,0.000,0.582,-0.905,8.550
2.734,0.300,0.333,0.000,-0.076,0.000,1.466,0.000,0.000,0.000,0.076,0.000,0.000,0.582,-0.905,8.550
2.745,0.300,0.370,0.000,0.117,0.000,1.691,0.000,0.000,0.000,-0.096,0.000,0.000,3.638,0.157,5.576
2.755,0.300,0.370,0.000,0.117,0.000,1.691,0.000,0.000,0.000,-0.096,0.000,0.000,3.638,0.157,5.576
2.766,0.300,0.381,0.000,-0.088,0.000,1.782,0.000,0.000,0.000,-0.043,0.000,0.000,3.011,-2.557,16.609
2.776,0.300,0.381,0.000,-0.088,0.000,1.782,0.000,0.000,0.000,-0.043,0.000,0.000,3.011,-2.557,16.609
2.786,0.300,0.390,0.000,-0.046,0.000,1.482,0.000,0.000,0.000,-0.077,0.000,0.000,-4.127,0.027,13.652
2.797,0.300,0.391,0.000,-0.052,0.000,1.383,0.000,0.000,0.000,0.127,0.000,0.000,-0.786,1.158,8.738
2.807,0.300,0.391,0.000,-0.052,0.000,1.383,0.000,0.000,0.000,0.127,0.000,0.000,-0.786,1.158,8.738
2.817,0.300,0.367,0.000,0.024,0.000,1.531,0.000,0.000,0.000,0.225,0.000,0.000,0.408,0.864,7.613
2.828,0.300,0.367,0.000,0.024,0.000,1.531,0.000,0.000,0.000,0.225,0.000,0.000,0.408,0.864,7.613
2.838,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.849,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.859,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.869,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.880,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.890,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.900,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.911,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.921,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.932,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.942,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.952,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.963,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.973,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.984,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
2.994,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
3.004,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
3.015,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
3.025,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
3.036,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
3.046,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
3.056,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
3.067,0.300,0.358,0.000,0.052,0.000,1.760,0.000,0.000,0.000,0.191,0.000,0.000,0.278,-0.067,7.127
3.077,0.300,0.410,0.000,0.118,0.000,1.850,0.000,0.000,0.000,0.000,0.000,0.000,2.406,-1.209,9.287
3.087,0.300,0.410,0.000,0.118,0.000,1.850,0.000,0.000,0.000,0.000,0.000,0.000,2.406,-1.209,9.287
3.098,0.300,0.426,0.000,0.035,0.000,1.399,0.000,0.000,0.000,-0.202,0.000,0.000,-5.136,-1.238,10.228
3.108,0.300,0.426,0.000,0.035,0.000,1.399,0.000,0.000,0.000,-0.202,0.000,0.000,-5.136,-1.238,10.228
3.118,0.300,0.394,0.000,-0.112,0.000,1.195,0.000,0.000,0.000,0.035,0.000,0.000,-1.260,1.251,11.060
3.129,0.300,0.394,0.000,-0.112,0.000,1.195,0.000,0.000,0.000,0.035,0.000,0.000,-1.260,1.251,11.060
3.139,0.300,0.383,0.000,-0.012,0.000,1.294,0.000,0.000,0.000,0.100,0.000,0.000,0.807,0.818,10.645
3.150,0.300,0.383,0.000,-0.012,0.000,1.294,0.000,0.000,0.000,0.100,0.000,0.000,0.807,0.818,10.645
3.160,0.300,0.379,0.000,0.090,0.000,1.421,0.000,0.000,0.000,0.020,0.000,0.000,0.630,0.079,6.912
3.170,0.300,0.379,0.000,0.090,0.000,1.421,0.000,0.000,0.000,0.020,0.000,0.000,0.630,0.079,6.912
3.181,0.300,0.362,0.000,0.093,0.000,1.455,0.000,0.000,0.000,-0.061,0.000,0.000,0.113,0.385,6.302
3.191,0.300,0.362,0.000,0.093,0.000,1.455,0.000,0.000,0.000,-0.061,0.000,0.000,0.113,0.385,6.302
3.201,0.300,0.366,0.000,0.053,0.000,1.386,0.000,0.000,0.000,-0.246,0.000,0.000,0.928,0.641,7.857
3.212,0.300,0.366,0.000,0.053,0.000,1.386,0.000,0.000,0.000,-0.246,0.000,0.000,0.928,0.641,7.857
3.222,0.300,0.387,0.000,-0.067,0.000,1.024,0.000,0.000,0.000,-0.458,0.000,0.000,1.653,0.242,14.154
3.233,0.300,0.387,0.000,-0.067,0.000,1.024,0.000,0.000,0.000,-0.458,0.000,0.000,1.653,0.242,14.154
3.243,0.300,0.388,0.000,0.024,0.000,1.238,0.000,0.000,0.000,-0.146,0.000,0.000,1.196,1.058,8.256
3.253,0.300,0.388,0.000,0.024,0.000,1.238,0.000,0.000,0.000,-0.146,0.000,0.000,1.196,1.058,8.256
3.264,0.300,0.401,0.000,-0.090,0.000,1.040,0.000,0.000,0.000,-0.107,0.000,0.000,-2.592,1.287,8.472
3.274,0.300,0.401,0.000,-0.090,0.000,1.040,0.000,0.000,0.000,-0.107,0.000,0.000,-2.592,1.287,8.472
3.285,0.300,0.391,0.000,-0.036,0.000,0.918,0.000,0.000,0.000,0.222,0.000,0.000,0.142,1.217,11.185
3.295,0.300,0.391,0.000,-0.036,0.000,0.918,0.000,0.000,0.000,0.222,0.000,0.000,0.142,1.217,11.185
3.305,0.300,0.378,0.000,-0.051,0.000,0.728,0.000,0.000,0.000,0.364,0.000,0.000,1.295,-0.315,6.421
3.316,0.300,0.374,0.000,-0.080,0.000,0.680,0.000,0.000,0.000,0.303,0.000,0.000,-1.416,0.478,4.671
3.326,0.300,0.374,0.000,-0.080,0.000,0.680,0.000,0.000,0.000,0.303,0.000,0.000,-1.416,0.478,4.671
