Time(s),Target_Vx,Go1_Vx,Target_YawRate,Go1_YawRate,Target_Roll,Go1_Roll,Stab_Roll,Obj_Roll,Target_Pitch,Go1_Pitch,Stab_Pitch,Obj_Pitch,Go1_Accel_X,Go1_Accel_Y,Go1_Accel_Z
0.813,0.300,0.381,0.000,-0.107,0.000,1.032,1.364,0.000,0.000,1.052,-0.599,0.000,0.688,-0.659,9.498
0.824,0.300,0.414,0.000,0.035,0.000,1.374,13.698,0.000,0.000,0.851,-7.208,0.000,1.615,-2.235,5.508
0.834,0.300,0.414,0.000,0.035,0.000,1.374,5.183,0.000,0.000,0.851,1.735,0.000,1.615,-2.235,5.508
0.845,0.300,0.402,0.000,-0.064,0.000,1.741,5.183,0.000,0.000,0.716,1.735,0.000,3.950,-5.832,16.034
0.855,0.300,0.402,0.000,-0.064,0.000,1.741,5.183,0.000,0.000,0.716,1.735,0.000,3.950,-5.832,16.034
0.866,0.300,0.392,0.000,-0.062,0.000,1.157,5.183,0.000,0.000,0.732,1.735,0.000,-1.729,0.085,10.206
0.876,0.300,0.397,0.000,-0.049,0.000,1.094,5.183,0.000,0.000,0.875,1.735,0.000,0.401,0.222,10.002
0.886,0.300,0.397,0.000,-0.049,0.000,1.094,5.183,0.000,0.000,0.875,1.735,0.000,0.401,0.222,10.002
0.897,0.300,0.375,0.000,-0.037,0.000,1.217,-36.919,0.000,0.000,1.014,-6.137,0.000,0.994,0.168,8.255
0.907,0.300,0.375,0.000,-0.037,0.000,1.217,-13.016,0.000,0.000,1.014,6.380,0.000,0.994,0.168,8.255
0.917,0.300,0.381,0.000,0.047,0.000,1.477,-13.016,0.000,0.000,1.077,6.380,0.000,0.013,-0.228,6.140
0.927,0.300,0.381,0.000,0.047,0.000,1.477,6.929,0.000,0.000,1.077,5.749,0.000,0.013,-0.228,6.140
0.938,0.300,0.372,0.000,0.112,0.000,1.658,6.929,0.000,0.000,0.984,5.749,0.000,0.606,-0.856,7.650
0.948,0.300,0.372,0.000,0.112,0.000,1.658,-1.165,0.000,0.000,0.984,0.244,0.000,0.606,-0.856,7.650
0.959,0.300,0.380,0.000,0.066,0.000,1.653,-1.165,0.000,0.000,0.806,0.244,0.000,0.877,1.898,7.717
0.969,0.300,0.380,0.000,0.066,0.000,1.653,-1.165,0.000,0.000,0.806,0.244,0.000,0.877,1.898,7.717
0.980,0.300,0.404,0.000,-0.028,0.000,1.234,-1.165,0.000,0.000,0.534,0.244,0.000,1.630,2.988,4.542
0.990,0.300,0.404,0.000,-0.028,0.000,1.234,-1.165,0.000,0.000,0.534,0.244,0.000,1.630,2.988,4.542
1.001,0.300,0.401,0.000,0.113,0.000,1.416,-1.165,0.000,0.000,0.727,0.244,0.000,2.097,-3.039,8.739
1.016,0.300,0.398,0.000,0.027,0.000,1.383,10.197,0.000,0.000,0.919,3.706,0.000,-3.182,0.030,13.438
1.027,0.300,0.398,0.000,0.027,0.000,1.383,10.197,0.000,0.000,0.919,3.706,0.000,-3.182,0.030,13.438
1.037,0.300,0.396,0.000,-0.011,0.000,1.305,10.197,0.000,0.000,1.242,3.706,0.000,-0.116,0.888,12.270
1.049,0.300,0.396,0.000,-0.011,0.000,1.305,-1.578,0.000,0.000,1.242,14.219,0.000,-0.116,0.888,12.270
1.059,0.300,0.385,0.000,-0.015,0.000,1.124,-1.578,0.000,0.000,1.393,14.219,0.000,-0.304,-0.912,10.391
1.070,0.300,0.385,0.000,-0.015,0.000,1.124,-1.578,0.000,0.000,1.393,14.219,0.000,-0.304,-0.912,10.391
1.083,0.300,0.383,0.000,-0.106,0.000,1.141,-1.578,0.000,0.000,1.389,14.219,0.000,-0.682,-0.299,7.069
1.093,0.300,0.361,0.000,-0.119,0.000,1.273,-1.578,0.000,0.000,1.276,14.219,0.000,0.396,-1.347,8.855
1.104,0.300,0.361,0.000,-0.119,0.000,1.273,-1.578,0.000,0.000,1.276,14.219,0.000,0.396,-1.347,8.855
1.114,0.300,0.374,0.000,-0.056,0.000,1.456,-1.578,0.000,0.000,1.112,14.219,0.000,1.225,-0.752,9.612
1.125,0.300,0.374,0.000,-0.056,0.000,1.456,-1.578,0.000,0.000,1.112,14.219,0.000,1.225,-0.752,9.612
1.135,0.300,0.409,0.000,0.086,0.000,1.739,-3.231,0.000,0.000,0.944,8.849,0.000,2.862,0.096,4.221
1.146,0.300,0.409,0.000,0.086,0.000,1.739,1.922,0.000,0.000,0.944,-9.036,0.000,2.862,0.096,4.221
1.156,0.300,0.420,0.000,-0.030,0.000,2.083,1.922,0.000,0.000,0.904,-9.036,0.000,1.987,-2.264,12.672
1.167,0.300,0.420,0.000,-0.030,0.000,2.083,1.922,0.000,0.000,0.904,-9.036,0.000,1.987,-2.264,12.672
1.183,0.300,0.423,0.000,-0.063,0.000,1.721,1.922,0.000,0.000,0.863,-9.036,0.000,-3.998,-1.640,8.891
1.194,0.300,0.423,0.000,-0.063,0.000,1.721,-5.323,0.000,0.000,0.863,1.234,0.000,-3.998,-1.640,8.891
1.204,0.300,0.408,0.000,-0.091,0.000,1.618,-0.627,0.000,0.000,1.046,20.058,0.000,0.686,0.519,9.219
1.216,0.300,0.397,0.000,-0.039,0.000,1.721,1.721,0.000,0.000,1.156,0.931,0.000,0.255,-0.688,11.377
1.227,0.300,0.397,0.000,-0.039,0.000,1.721,1.721,0.000,0.000,1.156,0.931,0.000,0.255,-0.688,11.377
1.237,0.300,0.394,0.000,0.003,0.000,1.904,-0.743,0.000,0.000,1.175,6.351,0.000,-0.771,0.108,6.140
1.247,0.300,0.394,0.000,0.003,0.000,1.904,-0.743,0.000,0.000,1.175,6.351,0.000,-0.771,0.108,6.140
1.258,0.300,0.379,0.000,0.098,0.000,1.993,-0.743,0.000,0.000,1.078,6.351,0.000,0.442,-0.244,6.968
1.268,0.300,0.379,0.000,0.098,0.000,1.993,-0.743,0.000,0.000,1.078,6.351,0.000,0.442,-0.244,6.968
1.278,0.300,0.393,0.000,0.067,0.000,1.934,-0.743,0.000,0.000,0.882,6.351,0.000,1.376,1.552,6.889
1.289,0.300,0.393,0.000,0.067,0.000,1.934,-0.743,0.000,0.000,0.882,6.351,0.000,1.376,1.552,6.889
1.300,0.300,0.416,0.000,-0.060,0.000,1.514,-23.890,0.000,0.000,0.654,-12.228,0.000,1.782,1.071,10.764
1.310,0.300,0.416,0.000,-0.060,0.000,1.514,-23.890,0.000,0.000,0.654,-12.228,0.000,1.782,1.071,10.764
1.321,0.300,0.415,0.000,-0.004,0.000,1.677,12.202,0.000,0.000,0.884,1.505,0.000,1.802,-1.038,1.292
1.331,0.300,0.415,0.000,-0.004,0.000,1.677,12.202,0.000,0.000,0.884,1.505,0.000,1.802,-1.038,1.292
1.341,0.300,0.404,0.000,-0.021,0.000,1.614,-12.159,0.000,0.000,1.063,11.147,0.000,-3.387,-0.267,12.157
1.352,0.300,0.404,0.000,-0.021,0.000,1.614,-12.159,0.000,0.000,1.063,11.147,0.000,-3.387,-0.267,12.157
1.362,0.300,0.385,0.000,-0.016,0.000,1.453,-12.159,0.000,0.000,1.405,11.147,0.000,0.014,0.544,12.558
1.372,0.300,0.385,0.000,-0.016,0.000,1.453,-12.159,0.000,0.000,1.405,11.147,0.000,0.014,0.544,12.558
1.382,0.300,0.377,0.000,-0.037,0.000,1.205,-12.159,0.000,0.000,1.580,11.147,0.000,0.427,0.297,5.525
1.393,0.300,0.377,0.000,-0.037,0.000,1.205,-12.159,0.000,0.000,1.580,11.147,0.000,0.427,0.297,5.525
1.403,0.300,0.375,0.000,-0.074,0.000,1.129,-12.159,0.000,0.000,1.578,11.147,0.000,-1.039,0.139,6.508
1.413,0.300,0.375,0.000,-0.074,0.000,1.129,-0.014,0.000,0.000,1.578,12.715,0.000,-1.039,0.139,6.508
1.424,0.300,0.357,0.000,-0.130,0.000,1.231,-3.482,0.000,0.000,1.469,13.621,0.000,-0.300,0.221,6.779
1.434,0.300,0.357,0.000,-0.130,0.000,1.231,-3.482,0.000,0.000,1.469,13.621,0.000,-0.300,0.221,6.779
1.444,0.300,0.369,0.000,-0.075,0.000,1.353,-1.321,0.000,0.000,1.303,-2.633,0.000,0.888,-0.685,8.779
1.455,0.300,0.401,0.000,0.135,0.000,1.738,2.226,0.000,0.000,1.099,-4.340,0.000,1.314,-2.446,12.036
1.465,0.300,0.401,0.000,0.135,0.000,1.738,2.226,0.000,0.000,1.099,-4.340,0.000,1.314,-2.446,12.036
1.475,0.300,0.387,0.000,-0.116,0.000,1.947,2.226,0.000,0.000,1.129,-4.340,0.000,1.958,-3.743,18.450
1.485,0.300,0.387,0.000,-0.116,0.000,1.947,2.226,0.000,0.000,1.129,-4.340,0.000,1.958,-3.743,18.450
1.495,0.300,0.385,0.000,-0.081,0.000,1.552,11.005,0.000,0.000,1.255,-4.149,0.000,-3.238,-0.202,7.483
1.506,0.300,0.385,0.000,-0.081,0.000,1.552,-1.130,0.000,0.000,1.255,2.465,0.000,-3.238,-0.202,7.483
1.516,0.300,0.385,0.000,-0.063,0.000,1.491,0.865,0.000,0.000,1.463,8.373,0.000,-1.405,1.829,9.559
1.526,0.300,0.385,0.000,-0.063,0.000,1.491,0.865,0.000,0.000,1.463,8.373,0.000,-1.405,1.829,9.559
1.536,0.300,0.364,0.000,-0.034,0.000,1.662,0.865,0.000,0.000,1.575,8.373,0.000,0.622,0.746,5.957
1.549,0.300,0.364,0.000,-0.034,0.000,1.662,-7.249,0.000,0.000,1.575,11.606,0.000,0.622,0.746,5.957
1.559,0.300,0.359,0.000,-0.037,0.000,1.873,15.199,0.000,0.000,1.555,5.026,0.000,-0.302,-0.241,7.776
1.570,0.300,0.359,0.000,-0.037,0.000,1.873,15.199,0.000,0.000,1.555,5.026,0.000,-0.302,-0.241,7.776
1.583,0.300,0.349,0.000,0.005,0.000,1.943,15.199,0.000,0.000,1.421,5.026,0.000,0.312,-1.378,5.717
1.593,0.300,0.359,0.000,-0.021,0.000,1.829,15.199,0.000,0.000,1.230,5.026,0.000,1.223,1.604,7.928
1.604,0.300,0.359,0.000,-0.021,0.000,1.829,15.199,0.000,0.000,1.230,5.026,0.000,1.223,1.604,7.928
1.614,0.300,0.385,0.000,-0.112,0.000,1.395,15.199,0.000,0.000,0.970,5.026,0.000,0.747,4.904,5.630
1.624,0.300,0.385,0.000,-0.112,0.000,1.395,15.199,0.000,0.000,0.970,5.026,0.000,0.747,4.904,5.630
1.635,0.300,0.388,0.000,0.033,0.000,1.606,-19.594,0.000,0.000,1.204,-2.666,0.000,1.495,1.238,1.469
1.645,0.300,0.388,0.000,0.033,0.000,1.606,7.542,0.000,0.000,1.204,-14.573,0.000,1.495,1.238,1.469
1.656,0.300,0.403,0.000,0.046,0.000,1.491,-8.014,0.000,0.000,1.378,0.106,0.000,-2.969,0.210,11.204
1.666,0.300,0.403,0.000,0.046,0.000,1.491,-8.014,0.000,0.000,1.378,0.106,0.000,-2.969,0.210,11.204
1.676,0.300,0.396,0.000,-0.045,0.000,1.327,-8.014,0.000,0.000,1.696,0.106,0.000,-0.816,1.340,9.254
1.686,0.300,0.396,0.000,-0.045,0.000,1.327,-8.014,0.000,0.000,1.696,0.106,0.000,-0.816,1.340,9.254
1.696,0.300,0.388,0.000,-0.045,0.000,1.143,-8.014,0.000,0.000,1.862,0.106,0.000,-0.106,-0.678,10.014
1.706,0.300,0.388,0.000,-0.045,0.000,1.143,-8.014,0.000,0.000,1.862,0.106,0.000,-0.106,-0.678,10.014
1.717,0.300,0.386,0.000,-0.100,0.000,1.149,-8.014,0.000,0.000,1.862,0.106,0.000,-0.786,0.337,6.519
1.727,0.300,0.386,0.000,-0.100,0.000,1.149,-0.513,0.000,0.000,1.862,11.376,0.000,-0.786,0.337,6.519
1.737,0.300,0.365,0.000,-0.127,0.000,1.218,-0.513,0.000,0.000,1.733,11.376,0.000,-0.474,0.361,7.653
1.749,0.300,0.365,0.000,-0.127,0.000,1.218,-5.053,0.000,0.000,1.733,1.411,0.000,-0.474,0.361,7.653
1.759,0.300,0.376,0.000,-0.061,0.000,1.357,-5.053,0.000,0.000,1.577,1.411,0.000,0.661,-0.335,8.608
1.769,0.300,0.376,0.000,-0.061,0.000,1.357,1.454,0.000,0.000,1.577,-3.252,0.000,0.661,-0.335,8.608
1.782,0.300,0.412,0.000,0.118,0.000,1.638,1.454,0.000,0.000,1.389,-3.252,0.000,3.279,-0.637,5.910
1.792,0.300,0.412,0.000,0.118,0.000,1.638,1.454,0.000,0.000,1.389,-3.252,0.000,3.279,-0.637,5.910
1.803,0.300,0.414,0.000,0.047,0.000,1.944,1.454,0.000,0.000,1.313,-3.252,0.000,3.316,-5.770,12.113
1.815,0.300,0.414,0.000,0.047,0.000,1.944,1.454,0.000,0.000,1.313,-3.252,0.000,3.316,-5.770,12.113
1.826,0.300,0.396,0.000,-0.056,0.000,1.476,8.110,0.000,0.000,1.318,-6.199,0.000,-2.408,-0.045,13.457
1.836,0.300,0.396,0.000,-0.056,0.000,1.476,9.801,0.000,0.000,1.318,19.547,0.000,-2.408,-0.045,13.457
1.850,0.300,0.399,0.000,-0.005,0.000,1.303,9.801,0.000,0.000,1.552,19.547,0.000,0.071,1.128,10.610
1.860,0.300,0.387,0.000,0.001,0.000,1.416,9.801,0.000,0.000,1.661,19.547,0.000,0.820,0.007,7.638
1.870,0.300,0.387,0.000,0.001,0.000,1.416,5.148,0.000,0.000,1.661,4.559,0.000,0.820,0.007,7.638
1.880,0.300,0.384,0.000,0.008,0.000,1.592,5.148,0.000,0.000,1.647,4.559,0.000,0.004,-0.271,5.436
1.890,0.300,0.384,0.000,0.008,0.000,1.592,5.148,0.000,0.000,1.647,4.559,0.000,0.004,-0.271,5.436
1.900,0.300,0.372,0.000,0.072,0.000,1.721,5.148,0.000,0.000,1.496,4.559,0.000,0.377,-0.809,6.317
1.911,0.300,0.372,0.000,0.072,0.000,1.721,5.148,0.000,0.000,1.496,4.559,0.000,0.377,-0.809,6.317
1.921,0.300,0.389,0.000,0.041,0.000,1.658,5.148,0.000,0.000,1.263,4.559,0.000,0.613,2.381,8.318
1.931,0.300,0.389,0.000,0.041,0.000,1.658,5.148,0.000,0.000,1.263,4.559,0.000,0.613,2.381,8.318
1.941,0.300,0.413,0.000,-0.093,0.000,1.139,5.148,0.000,0.000,1.005,4.559,0.000,1.434,1.762,10.743
1.951,0.300,0.413,0.000,-0.093,0.000,1.139,5.148,0.000,0.000,1.005,4.559,0.000,1.434,1.762,10.743
1.962,0.300,0.415,0.000,-0.017,0.000,1.352,5.148,0.000,0.000,1.220,4.559,0.000,1.337,-4.454,0.757
1.972,0.300,0.415,0.000,-0.017,0.000,1.352,-20.464,0.000,0.000,1.220,-12.254,0.000,1.337,-4.454,0.757
1.982,0.300,0.417,0.000,-0.038,0.000,1.322,-20.464,0.000,0.000,1.475,-12.254,0.000,-4.069,0.421,12.442
1.992,0.300,0.410,0.000,-0.038,0.000,1.136,-20.464,0.000,0.000,1.881,-12.254,0.000,-0.453,0.666,14.635
2.002,0.300,0.410,0.000,-0.038,0.000,1.136,-20.464,0.000,0.000,1.881,-12.254,0.000,-0.453,0.666,14.635
2.013,0.300,0.398,0.000,-0.008,0.000,0.880,-9.908,0.000,0.000,2.065,10.992,0.000,0.156,-1.575,8.490
2.023,0.300,0.398,0.000,-0.008,0.000,0.880,-9.908,0.000,0.000,2.065,10.992,0.000,0.156,-1.575,8.490
2.033,0.300,0.394,0.000,-0.060,0.000,0.867,-9.908,0.000,0.000,2.032,10.992,0.000,-1.206,0.332,4.801
2.049,0.300,0.394,0.000,-0.060,0.000,0.867,-5.792,0.000,0.000,2.032,10.644,0.000,-1.206,0.332,4.801
2.060,0.300,0.374,0.000,-0.065,0.000,0.939,-5.792,0.000,0.000,1.829,10.644,0.000,-0.057,-0.367,5.795
2.070,0.300,0.374,0.000,-0.065,0.000,0.939,3.119,0.000,0.000,1.829,7.062,0.000,-0.057,-0.367,5.795
2.080,0.300,0.384,0.000,0.005,0.000,1.106,3.552,0.000,0.000,1.577,2.917,0.000,0.765,-1.079,11.417
2.091,0.300,0.384,0.000,0.005,0.000,1.106,3.552,0.000,0.000,1.577,2.917,0.000,0.765,-1.079,11.417
2.101,0.300,0.416,0.000,0.141,0.000,1.463,3.552,0.000,0.000,1.334,2.917,0.000,-0.532,-3.768,17.301
2.116,0.300,0.409,0.000,0.019,0.000,2.014,3.552,0.000,0.000,1.101,2.917,0.000,-0.651,-1.784,18.487
2.126,0.300,0.409,0.000,0.019,0.000,2.014,0.564,0.000,0.000,1.101,-6.438,0.000,-0.651,-1.784,18.487
2.137,0.300,0.382,0.000,-0.100,0.000,1.491,-4.110,0.000,0.000,1.113,5.324,0.000,-3.840,-0.926,4.154
2.149,0.300,0.382,0.000,-0.100,0.000,1.491,27.102,0.000,0.000,1.113,16.104,0.000,-3.840,-0.926,4.154
2.160,0.300,0.390,0.000,-0.099,0.000,1.343,27.102,0.000,0.000,1.393,16.104,0.000,-1.508,1.706,9.427
2.170,0.300,0.390,0.000,-0.099,0.000,1.343,-3.972,0.000,0.000,1.393,-1.274,0.000,-1.508,1.706,9.427
2.183,0.300,0.378,0.000,0.025,0.000,1.499,-3.972,0.000,0.000,1.552,-1.274,0.000,0.473,1.530,7.779
2.193,0.300,0.378,0.000,0.025,0.000,1.499,-3.972,0.000,0.000,1.552,-1.274,0.000,0.473,1.530,7.779
2.204,0.300,0.374,0.000,0.029,0.000,1.756,-3.972,0.000,0.000,1.624,-1.274,0.000,0.196,-0.379,7.593
