Time(s),Target_Vx,Go1_Vx,Target_YawRate,Go1_YawRate,Target_Roll,Go1_Roll,Stab_Roll,Obj_Roll,Target_Pitch,Go1_Pitch,Stab_Pitch,Obj_Pitch,Go1_Accel_X,Go1_Accel_Y,Go1_Accel_Z
0.364,0.300,0.221,0.000,-0.225,0.000,1.541,0.000,0.000,0.000,-1.470,0.000,0.000,-1.235,1.054,9.680
0.374,0.300,0.303,0.000,-0.090,0.000,2.082,0.000,0.000,0.000,-1.378,0.000,0.000,1.454,-2.835,4.146
0.384,0.300,0.303,0.000,-0.090,0.000,2.082,0.000,0.000,0.000,-1.378,0.000,0.000,1.454,-2.835,4.146
0.394,0.300,0.335,0.000,-0.109,0.000,2.516,0.000,0.000,0.000,-0.586,0.000,0.000,0.432,-2.124,16.706
0.404,0.300,0.335,0.000,-0.109,0.000,2.516,0.000,0.000,0.000,-0.586,0.000,0.000,0.432,-2.124,16.706
0.414,0.300,0.331,0.000,-0.114,0.000,2.243,0.000,0.000,0.000,-0.271,0.000,0.000,0.901,0.576,11.767
0.425,0.300,0.331,0.000,-0.114,0.000,2.243,0.000,0.000,0.000,-0.271,0.000,0.000,0.901,0.576,11.767
0.435,0.300,0.323,0.000,-0.030,0.000,1.498,0.000,0.000,0.000,-0.149,0.000,0.000,0.969,1.806,8.685
0.445,0.300,0.323,0.000,-0.030,0.000,1.498,0.000,0.000,0.000,-0.149,0.000,0.000,0.969,1.806,8.685
0.455,0.300,0.318,0.000,0.021,0.000,1.062,0.000,0.000,0.000,-0.306,0.000,0.000,1.385,0.465,7.025
0.465,0.300,0.318,0.000,0.021,0.000,1.062,0.000,0.000,0.000,-0.306,0.000,0.000,1.385,0.465,7.025
0.476,0.300,0.331,0.000,0.075,0.000,1.092,0.000,0.000,0.000,-0.495,0.000,0.000,1.522,-0.351,5.560
0.486,0.300,0.331,0.000,0.075,0.000,1.092,0.000,0.000,0.000,-0.495,0.000,0.000,1.522,-0.351,5.560
0.496,0.300,0.363,0.000,0.049,0.000,1.411,0.000,0.000,0.000,-0.745,0.000,0.000,2.179,0.177,7.578
0.506,0.300,0.363,0.000,0.049,0.000,1.411,0.000,0.000,0.000,-0.745,0.000,0.000,2.179,0.177,7.578
0.516,0.300,0.367,0.000,-0.054,0.000,1.455,0.000,0.000,0.000,-0.581,0.000,0.000,0.153,0.185,7.857
0.526,0.300,0.367,0.000,-0.054,0.000,1.455,0.000,0.000,0.000,-0.581,0.000,0.000,0.153,0.185,7.857
0.537,0.300,0.382,0.000,0.011,0.000,1.008,0.000,0.000,0.000,-0.709,0.000,0.000,-2.107,3.624,15.325
0.547,0.300,0.382,0.000,0.011,0.000,1.008,0.000,0.000,0.000,-0.709,0.000,0.000,-2.107,3.624,15.325
0.557,0.300,0.323,0.000,-0.054,0.000,0.862,0.000,0.000,0.000,-0.674,0.000,0.000,0.145,1.005,10.395
0.567,0.300,0.323,0.000,-0.054,0.000,0.862,0.000,0.000,0.000,-0.674,0.000,0.000,0.145,1.005,10.395
0.577,0.300,0.309,0.000,0.037,0.000,0.827,0.000,0.000,0.000,-0.686,0.000,0.000,1.022,-1.756,10.934
0.588,0.300,0.309,0.000,0.037,0.000,0.827,0.000,0.000,0.000,-0.686,0.000,0.000,1.022,-1.756,10.934
0.598,0.300,0.300,0.000,0.153,0.000,0.855,0.000,0.000,0.000,-0.723,0.000,0.000,-0.928,0.225,7.138
0.608,0.300,0.300,0.000,0.153,0.000,0.855,0.000,0.000,0.000,-0.723,0.000,0.000,-0.928,0.225,7.138
0.618,0.300,0.285,0.000,0.135,0.000,0.853,0.000,0.000,0.000,-0.804,0.000,0.000,-0.375,0.517,8.517
0.629,0.300,0.285,0.000,0.135,0.000,0.853,0.000,0.000,0.000,-0.804,0.000,0.000,-0.375,0.517,8.517
0.639,0.300,0.273,0.000,0.111,0.000,0.746,0.000,0.000,0.000,-0.950,0.000,0.000,1.356,1.592,9.486
0.649,0.300,0.273,0.000,0.111,0.000,0.746,0.000,0.000,0.000,-0.950,0.000,0.000,1.356,1.592,9.486
0.659,0.300,0.285,0.000,0.021,0.000,0.411,0.000,0.000,0.000,-1.184,0.000,0.000,0.117,1.219,9.509
0.669,0.300,0.285,0.000,0.021,0.000,0.411,0.000,0.000,0.000,-1.184,0.000,0.000,0.117,1.219,9.509
0.680,0.300,0.274,0.000,-0.176,0.000,0.786,0.000,0.000,0.000,-0.789,0.000,0.000,2.591,-2.910,0.599
0.690,0.300,0.274,0.000,-0.176,0.000,0.786,0.000,0.000,0.000,-0.789,0.000,0.000,2.591,-2.910,0.599
0.700,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.710,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.721,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.731,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.741,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.751,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.761,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.772,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.782,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.792,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.802,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.812,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.823,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.833,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.843,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.854,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.864,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.875,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.885,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.895,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.906,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.916,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.927,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.937,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.947,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.958,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.968,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.979,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
0.990,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.000,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.011,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.021,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.032,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.042,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.053,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.063,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.073,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.084,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.094,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.104,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.114,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.125,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.135,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.145,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.156,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.166,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.176,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.187,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.197,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.207,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.217,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.228,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.238,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.248,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.258,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.269,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.279,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.289,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.299,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.310,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.320,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.330,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.340,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.351,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.361,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.371,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.382,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.392,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.402,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.412,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.423,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.433,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.443,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.453,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.463,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.473,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.484,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.494,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.504,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.514,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.525,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.535,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.545,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.556,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.566,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.576,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.587,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.597,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.608,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.618,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.629,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.639,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.649,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.660,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.670,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.680,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.691,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.701,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.712,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.722,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.732,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.742,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.753,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.763,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.773,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.783,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.794,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.804,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.814,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.825,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.835,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.846,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.856,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.866,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.877,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.887,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.897,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.908,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.918,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.928,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.939,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.949,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.960,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.970,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.980,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
1.991,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.001,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.012,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.022,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.032,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.043,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.053,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.063,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.074,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.084,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.095,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.105,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.116,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.126,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
2.136,0.300,0.363,0.000,0.002,0.000,0.540,0.000,0.000,0.000,-0.378,0.000,0.000,-2.854,1.489,14.309
